9.94, 2.28, 9.45, 1
6.68, 2.80, 13.68, 1
9.33, 2.55, 9.86, 1
29.19, 10.21, 16.78, 1
10.72, 6.25, 13.68, 1
7.13, 1.81, 10.48, 1
5.54, 2.52, 13.64, 1
25.94, 5.13, 3.51, 1
5.63, 3.38, 10.75, 1
3.64, 3.13, 3.59, 1
7.37, 3.44, 8.36, 1
8.72, 3.61, 4.54, 1
6.17, 2.57, 11.96, 1
5.59, 1.54, 6.52, 1
15.42, 3.03, 3.39, 1
22.42, 4.17, 10.91, 1
5.83, 2.18, 20.32, 1
3.50, 2.60, 7.54, 1
42.54, 7.68, 37.21, 1
14.28, 7.27, 13.72, 1
10.04, 4.37, 25.62, 1
29.32, 2.80, 11.05, 1
12.65, 4.46, 12.56, 1
24.39, 7.84, 15.89, 1
5.25, 2.99, 7.83, 1
10.04, 2.43, 10.53, 1
12.00, 5.86, 15.48, 1
4.53, 6.35, 10.25, 1
7.92, 2.10, 12.76, 1
4.72, 3.10, 5.43, 1
1.43, 2.74, 10.50, 1
25.60, 6.74, 10.11, 1
2.77, 3.14, 7.12, 1
2.17, 3.07, 3.39, 1
9.37, 7.22, 26.56, 1
9.66, 6.32, 6.58, 1
26.95, 3.29, 12.90, 1
7.07, 3.26, 14.48, 1
2.62, 2.15, 9.17, 1
7.45, 3.82, 6.18, 1
5.03, 2.57, 12.82, 1
26.81, 14.48, 13.37, 1
3.05, 3.53, 7.15, 1
11.32, 6.49, 24.09, 1
6.75, 3.37, 16.99, 1
11.27, 2.36, 11.83, 1
53.91, 7.15, 28.37, 1
3.55, 11.71, 12.00, 1
5.81, 5.75, 9.42, 1
13.64, 7.26, 14.84, 1
3.09, 2.32, 4.40, 1
21.61, 7.62, 17.26, 1
2.77, 3.41, 11.13, 1
5.14, 3.28, 14.95, 1
20.68, 2.38, 18.58, 1
14.43, 2.85, 23.78, 1
2.79, 2.76, 15.75, 1
11.90, 2.90, 11.56, 1
4.20, 2.48, 8.74, 1
49.59, 4.98, 16.70, 1
15.60, 8.00, 21.62, 1
4.66, 3.66, 5.57, 1
3.98, 2.40, 2.75, 1
17.16, 2.42, 11.15, 1
9.44, 3.05, 10.42, 1
2.67, 2.46, 10.63, 1
5.41, 3.14, 4.36, 1
4.93, 2.34, 9.86, 1
9.53, 3.33, 3.55, 1
1.27, 1.49, 11.12, 1
3.23, 2.48, 3.10, 1
3.43, 2.26, 7.27, 1
1.98, 1.92, 3.58, 1
3.35, 2.39, 3.38, 1
2.07, 1.59, 7.29, 1
3.45, 2.09, 3.25, 1
3.91, 2.05, 8.52, 1
2.26, 1.50, 3.06, 1
3.15, 1.59, 6.84, 1
2.82, 3.07, 3.99, 1
1.44, 2.35, 2.93, 1
1.88, 2.50, 4.36, 1
2.32, 2.74, 2.55, 1
2.74, 2.32, 4.97, 1
1.43, 2.04, 4.43, 1
1.40, 1.90, 5.44, 1
6.01, 1.74, 5.26, 1
5.69, 5.48, 4.03, 1
6.18, 3.00, 10.52, 1
9.33, 7.21, 4.25, 1
11.44, 3.46, 6.08, 1
8.51, 5.19, 3.20, 1
3.11, 2.44, 4.15, 1
2.86, 2.46, 3.16, 1
5.80, 2.57, 6.15, 1
5.01, 3.43, 3.65, 1
14.41, 12.19, 8.35, 1
5.48, 3.78, 8.99, 1
5.43, 4.06, 14.96, 1
25.81, 10.97, 7.22, 1
47.13, 13.35, 4.59, 1
9.21, 4.69, 7.89, 1
5.88, 2.66, 10.12, 1
4.10, 3.61, 4.40, 1
4.19, 5.92, 2.43, 1
25.91, 15.87, 17.14, 1
13.26, 8.51, 23.68, 1
12.96, 9.58, 15.07, 1
4.23, 8.09, 6.95, 1
74.06, 31.33, 22.00, 1
10.55, 8.58, 22.30, 1
10.27, 3.25, 8.73, 1
6.93, 5.95, 6.24, 1
6.20, 7.53, 2.88, 1
13.50, 10.64, 6.58, 1
33.45, 16.85, 21.79, 1
12.90, 6.35, 7.50, 1
6.27, 10.42, 5.37, 1
8.43, 12.41, 10.56, 1
107.59, 40.85, 34.84, 1
14.61, 4.92, 18.12, 1
12.90, 7.28, 9.63, 1
6.58, 10.13, 9.10, 1
8.30, 11.35, 9.15, 1
52.85, 25.37, 23.27, 1
6.71, 8.22, 11.93, 1
11.72, 5.52, 6.73, 1
2.68, 12.42, 5.25, 1
83.93, 39.33, 22.08, 1
26.34, 14.81, 14.18, 1
9.75, 5.99, 13.66, 1
5.93, 8.98, 9.25, 1
9.46, 10.04, 7.67, 1
44.50, 25.34, 24.24, 1
9.31, 13.32, 19.93, 1
9.67, 9.45, 5.34, 1
5.26, 10.91, 3.55, 1
40.12, 14.90, 7.37, 1
14.33, 9.23, 15.34, 1
10.71, 2.05, 8.23, 1
6.20, 8.30, 10.04, 1
8.26, 12.59, 7.53, 1
31.19, 21.93, 19.73, 1
14.09, 10.24, 17.34, 1
17.18, 12.84, 9.68, 1
44.08, 15.12, 12.38, 1
39.02, 14.02, 11.58, 1
42.61, 14.55, 37.42, 1
13.97, 10.57, 14.96, 1
6.38, 10.93, 12.73, 1
8.87, 12.65, 10.92, 1
40.51, 27.04, 11.60, 1
6.37, 10.67, 13.80, 1
7.35, 5.93, 10.61, 1
3.84, 11.42, 6.30, 1
113.26, 41.13, 18.92, 1
23.16, 15.02, 14.33, 1
13.87, 6.11, 17.25, 1
3.57, 7.97, 9.27, 1
8.94, 10.67, 8.45, 1
47.34, 28.79, 9.66, 1
11.02, 16.96, 27.34, 1
9.34, 4.20, 7.04, 1
2.05, 7.17, 9.31, 1
8.21, 10.90, 5.23, 1
122.38, 50.19, 36.06, 1
10.08, 8.25, 18.08, 1
6.18, 6.50, 16.16, 1
4.01, 8.13, 7.11, 1
5.19, 8.78, 8.60, 1
46.12, 25.28, 20.99, 1
8.59, 9.26, 20.64, 1
12.97, 6.48, 9.16, 1
3.13, 9.54, 4.67, 1
8.03, 10.07, 4.22, 1
122.85, 40.90, 32.37, 1
7.72, 9.12, 19.21, 1
6.31, 8.20, 7.12, 1
4.01, 7.50, 8.54, 1
4.13, 7.76, 8.57, 1
42.70, 21.78, 18.11, 1
6.23, 7.97, 10.44, 1
7.28, 7.56, 4.96, 1
9.11, 9.62, 3.41, 1
8.75, 10.84, 5.48, 1
140.84, 54.49, 42.41, 1
9.01, 10.67, 18.85, 1
5.94, 8.99, 5.70, 1
4.99, 10.56, 6.21, 1
3.00, 7.17, 5.67, 1
64.08, 26.80, 18.34, 1
4.34, 5.21, 5.96, 1
3.63, 7.03, 5.12, 1
2.24, 9.93, 4.26, 1
4.60, 8.33, 6.17, 1
151.31, 58.67, 56.18, 1
7.51, 12.45, 23.32, 1
5.94, 9.46, 7.48, 1
3.64, 8.44, 7.67, 1
3.86, 5.81, 6.59, 1
51.42, 22.18, 21.80, 1
6.67, 6.54, 13.48, 1
4.97, 6.15, 6.16, 1
2.29, 8.12, 5.15, 1
2.21, 9.62, 8.97, 1
149.97, 47.37, 31.34, 1
23.82, 13.87, 36.05, 1
5.10, 10.29, 10.96, 1
3.01, 9.65, 4.48, 1
3.04, 7.44, 8.26, 1
50.73, 18.48, 8.56, 1
11.84, 7.60, 14.08, 1
17.30, 9.07, 10.28, 1
6.39, 7.93, 5.06, 1
2.76, 9.84, 11.41, 1
8.99, 8.00, 6.88, 1
187.89, 63.23, 63.85, 1
12.34, 15.32, 24.41, 1
8.68, 11.40, 7.60, 1
2.51, 7.97, 7.24, 1
4.42, 6.38, 9.48, 1
68.60, 16.12, 11.54, 1
5.78, 6.16, 15.27, 1
31.13, 12.22, 6.53, 1
3.53, 7.05, 3.93, 1
2.92, 6.50, 9.18, 1
6.12, 3.07, 3.64, 1
132.01, 13.34, 33.19, 1
8.67, 11.77, 16.40, 1
5.62, 7.94, 5.87, 1
6.67, 5.33, 7.49, 1
52.66, 15.58, 11.99, 1
8.78, 6.57, 14.62, 1
18.50, 3.22, 12.75, 1
3.82, 8.39, 5.38, 1
6.43, 9.49, 4.10, 1
128.68, 40.53, 24.30, 1
5.97, 11.46, 28.97, 1
9.71, 8.36, 8.29, 1
2.80, 8.45, 6.72, 1
5.41, 7.43, 6.56, 1
39.80, 18.64, 7.91, 1
8.46, 7.30, 15.34, 1
7.67, 5.67, 7.42, 1
3.98, 9.24, 2.86, 1
4.72, 9.40, 2.33, 1
154.50, 45.92, 28.07, 1
14.64, 15.44, 36.58, 1
9.14, 9.29, 10.88, 1
2.59, 8.63, 5.85, 1
6.24, 7.25, 6.54, 1
72.04, 28.22, 19.08, 1
4.38, 6.54, 10.41, 1
11.92, 5.39, 11.16, 1
2.77, 7.99, 3.79, 1
3.33, 9.41, 6.28, 1
152.56, 48.67, 36.38, 1
13.81, 13.48, 31.80, 1
6.74, 8.14, 11.36, 1
2.45, 9.29, 4.99, 1
3.81, 7.93, 6.49, 1
51.01, 20.30, 10.83, 1
13.05, 4.36, 8.20, 1
8.62, 2.61, 5.28, 1
2.21, 4.30, 3.70, 1
1.31, 7.86, 6.38, 1
3.45, 6.93, 4.76, 1
1.21, 1.63, 2.10, 0
1.18, 1.71, 1.94, 0
1.18, 1.76, 2.12, 0
1.05, 1.52, 1.96, 0
0.72, 1.92, 2.18, 0
1.02, 1.81, 2.40, 0
0.94, 1.80, 2.13, 0
1.12, 1.92, 2.16, 0
0.78, 1.88, 1.96, 0
1.08, 1.72, 2.33, 0
0.94, 1.83, 2.13, 0
1.08, 1.75, 2.09, 0
1.03, 1.89, 2.04, 0
0.76, 1.89, 2.13, 0
1.25, 1.80, 1.76, 0
0.78, 1.86, 1.88, 0
0.99, 1.95, 1.99, 0
0.94, 2.11, 2.08, 0
1.02, 1.98, 2.25, 0
0.81, 1.91, 1.82, 0
0.89, 1.76, 1.78, 0
0.81, 1.88, 2.00, 0
0.86, 1.97, 2.16, 0
1.06, 1.73, 1.89, 0
1.13, 1.74, 2.10, 0
0.95, 1.83, 2.13, 0
1.05, 1.90, 1.78, 0
0.94, 1.75, 2.22, 0
0.93, 1.82, 1.82, 0
1.14, 1.97, 2.14, 0
0.81, 1.81, 2.04, 0
0.96, 1.96, 2.32, 0
0.95, 1.79, 2.06, 0
1.32, 1.74, 2.62, 0
0.95, 1.80, 2.06, 0
0.96, 1.77, 2.13, 0
0.98, 1.67, 2.00, 0
1.01, 1.90, 2.18, 0
0.82, 1.78, 1.93, 0
1.13, 1.84, 2.21, 0
1.17, 1.69, 2.12, 0
0.66, 1.93, 1.94, 0
1.05, 1.93, 2.01, 0
1.02, 1.85, 1.71, 0
1.10, 1.80, 1.69, 0
1.15, 1.81, 2.05, 0
1.08, 1.76, 2.13, 0
0.99, 2.01, 2.04, 0
0.91, 1.67, 2.23, 0
0.97, 1.77, 1.88, 0
0.78, 1.79, 1.93, 0
0.82, 1.99, 2.18, 0
0.97, 1.77, 1.92, 0
0.86, 1.87, 1.93, 0
0.90, 1.77, 2.05, 0
1.05, 1.89, 2.27, 0
1.24, 1.66, 1.84, 0
0.74, 2.08, 1.88, 0
0.93, 1.95, 2.10, 0
0.91, 1.86, 2.07, 0
0.84, 1.93, 1.85, 0
0.89, 1.80, 1.97, 0
0.92, 1.72, 2.41, 0
0.95, 1.86, 2.05, 0
0.89, 2.01, 1.98, 0
0.96, 1.58, 2.06, 0
0.82, 1.80, 2.14, 0
0.78, 2.00, 2.02, 0
1.02, 1.79, 2.29, 0
0.88, 1.95, 1.91, 0
0.87, 1.92, 2.04, 0
0.83, 1.89, 1.77, 0
0.81, 2.10, 2.10, 0
0.94, 1.94, 1.94, 0
0.74, 1.92, 1.94, 0
1.19, 2.07, 2.90, 0
1.03, 1.94, 2.66, 0
0.85, 2.04, 2.28, 0
1.00, 1.89, 2.20, 0
1.01, 1.96, 2.16, 0
1.63, 2.33, 3.53, 0
1.31, 2.21, 2.51, 0
1.24, 1.88, 1.96, 0
1.09, 1.96, 2.00, 0
1.52, 1.55, 1.89, 0
0.86, 1.37, 2.84, 0
1.11, 1.23, 2.74, 0
1.21, 1.41, 1.89, 0
0.92, 1.41, 1.88, 0
1.01, 1.28, 2.31, 0
0.82, 1.22, 2.21, 0
0.82, 1.71, 2.03, 0
0.74, 1.41, 1.95, 0
1.57, 1.22, 2.52, 0
1.51, 1.07, 2.02, 0
1.69, 1.47, 2.05, 0
1.21, 1.53, 2.24, 0
1.08, 1.24, 2.20, 0
1.05, 1.09, 1.91, 0
1.27, 1.17, 2.16, 0
1.45, 1.21, 1.95, 0
1.28, 1.18, 2.42, 0
0.91, 1.10, 2.31, 0
1.32, 1.03, 2.20, 0
1.22, 1.14, 2.23, 0
1.71, 1.37, 2.27, 0
1.48, 1.01, 2.35, 0
1.76, 1.47, 2.59, 0
0.89, 1.37, 1.73, 0
1.13, 1.26, 1.88, 0
0.87, 1.31, 1.75, 0
1.27, 1.02, 2.26, 0
1.02, 1.09, 2.18, 0
1.30, 1.16, 2.51, 0
0.99, 0.94, 2.08, 0
1.03, 1.36, 2.31, 0
1.67, 1.70, 1.86, 0
1.57, 1.19, 1.94, 0
2.33, 1.24, 2.48, 0
2.01, 1.53, 2.12, 0
2.10, 1.13, 2.01, 0
1.11, 0.92, 1.84, 0
0.71, 1.17, 1.80, 0
0.85, 0.99, 1.76, 0
0.75, 1.23, 1.96, 0
1.44, 0.93, 1.94, 0
1.77, 1.12, 2.72, 0
1.85, 0.89, 2.72, 0
2.01, 1.38, 2.13, 0
2.08, 1.65, 2.35, 0
1.67, 1.67, 2.11, 0
0.77, 1.09, 2.11, 0
1.56, 0.83, 2.21, 0
1.08, 1.31, 2.32, 0
1.03, 1.34, 1.64, 0
2.23, 1.26, 2.70, 0
2.63, 0.91, 2.21, 0
2.63, 1.17, 2.47, 0
0.67, 1.04, 2.43, 0
1.65, 0.97, 2.30, 0
0.95, 1.41, 2.69, 0
1.32, 1.65, 2.59, 0
0.90, 1.56, 2.40, 0
2.00, 1.04, 1.62, 0
2.61, 1.05, 2.01, 0
1.30, 1.38, 2.18, 0
1.79, 0.93, 1.95, 0
1.94, 1.27, 2.25, 0
2.03, 0.95, 2.36, 0
1.05, 0.91, 2.30, 0
0.96, 1.57, 1.91, 0
1.15, 1.38, 2.37, 0
1.15, 1.73, 2.09, 0
1.58, 1.46, 2.26, 0
1.06, 1.41, 1.67, 0
1.14, 1.11, 1.65, 0
1.63, 1.24, 1.90, 0
1.69, 1.08, 3.01, 0
1.94, 1.00, 2.37, 0
2.13, 1.29, 2.36, 0
1.80, 1.22, 2.10, 0
1.43, 1.26, 1.86, 0
0.81, 0.89, 1.87, 0
1.12, 1.02, 2.19, 0
1.42, 1.49, 2.21, 0
1.79, 1.29, 2.49, 0
1.06, 1.16, 1.92, 0
1.92, 1.02, 2.34, 0
1.78, 1.27, 1.86, 0
1.07, 1.17, 1.85, 0
1.38, 1.34, 2.48, 0
1.69, 0.99, 2.77, 0
1.24, 1.19, 1.44, 0
0.78, 1.53, 1.78, 0
1.92, 1.20, 2.19, 0
1.35, 1.44, 2.10, 0
1.51, 1.13, 2.23, 0
1.77, 1.05, 2.00, 0
1.39, 1.26, 1.87, 0
1.44, 1.17, 1.47, 0
1.35, 1.28, 1.92, 0
1.88, 1.20, 2.47, 0
1.07, 1.01, 2.52, 0
1.81, 1.25, 1.67, 0
2.60, 2.11, 2.87, 0
2.74, 2.62, 5.41, 0
2.24, 2.42, 4.47, 0
1.78, 2.20, 3.51, 0
2.55, 2.27, 3.35, 0
2.56, 2.45, 2.15, 0
2.30, 2.70, 3.71, 0
1.56, 2.35, 2.60, 0
2.09, 2.96, 2.75, 0
1.92, 2.14, 4.03, 0
2.53, 2.30, 1.97, 0
1.98, 2.87, 3.89, 0
1.98, 2.17, 2.40, 0
2.25, 2.13, 2.97, 0
1.88, 2.68, 3.32, 0
2.29, 2.30, 2.62, 0
1.94, 2.15, 2.86, 0
2.31, 2.60, 2.62, 0
1.98, 1.94, 2.38, 0
2.08, 2.54, 2.56, 0
1.71, 2.29, 2.71, 0
2.15, 2.10, 2.36, 0
2.01, 2.20, 2.63, 0
1.92, 2.19, 1.97, 0
2.42, 2.35, 2.75, 0
1.90, 2.64, 2.83, 0
2.01, 2.45, 3.23, 0
1.64, 2.83, 1.81, 0
1.77, 2.21, 1.32, 0
1.63, 2.65, 2.86, 0
1.86, 1.78, 2.76, 0
1.70, 2.02, 2.00, 0
1.69, 2.06, 1.82, 0
1.87, 2.21, 1.01, 0
1.80, 2.48, 3.01, 0
1.97, 2.33, 2.22, 0
2.19, 2.57, 2.59, 0
1.71, 2.75, 1.76, 0
2.04, 2.53, 1.97, 0
1.78, 1.97, 3.09, 0
2.22, 2.49, 2.56, 0
1.42, 2.47, 2.13, 0
1.70, 2.52, 1.37, 0
2.22, 2.41, 1.61, 0
2.42, 2.57, 2.41, 0
1.95, 2.29, 2.28, 0
1.94, 2.18, 1.40, 0
1.63, 2.40, 1.21, 0
1.84, 2.23, 1.16, 0
2.11, 2.52, 3.18, 0
2.06, 2.50, 2.83, 0
1.48, 2.04, 2.10, 0
1.73, 2.23, 1.32, 0
2.01, 2.09, 2.02, 0
2.19, 2.01, 2.14, 0
1.81, 2.59, 2.03, 0
2.33, 2.61, 1.94, 0
1.69, 2.52, 1.81, 0
1.72, 2.53, 2.03, 0
1.84, 2.40, 2.22, 0
2.56, 2.49, 1.78, 0
1.88, 2.17, 1.58, 0
1.94, 2.36, 1.08, 0
2.20, 2.50, 1.86, 0
2.97, 2.17, 2.29, 0
2.06, 2.19, 2.37, 0
2.24, 2.61, 2.18, 0
2.29, 2.54, 1.18, 0
2.48, 2.38, 1.91, 0
1.86, 2.37, 2.18, 0
2.21, 2.67, 2.70, 0
2.11, 2.31, 1.19, 0
1.97, 2.10, 1.02, 0
2.03, 2.34, 1.89, 0
1.90, 2.47, 2.54, 0
1.98, 2.76, 2.32, 0
1.70, 2.38, 1.32, 0
2.15, 2.52, 2.21, 0
1.67, 2.12, 1.82, 0
1.77, 2.34, 2.34, 0
1.86, 2.54, 3.10, 0
1.80, 2.41, 1.49, 0
1.66, 2.35, 1.43, 0
1.98, 2.42, 2.25, 0
1.96, 2.45, 1.85, 0
2.24, 2.56, 1.95, 0
1.89, 2.36, 1.85, 0
2.11, 2.69, 1.34, 0
1.90, 2.52, 1.60, 0
1.99, 2.41, 2.22, 0
1.92, 2.00, 1.78, 0
2.04, 2.80, 1.70, 0
1.99, 2.33, 1.42, 0
2.54, 2.64, 1.96, 0
1.77, 2.60, 2.09, 0
2.34, 2.63, 2.18, 0
2.00, 2.12, 1.42, 0
2.46, 2.27, 1.69, 0
2.26, 2.27, 2.08, 0
1.97, 2.26, 2.16, 0
1.89, 2.45, 2.74, 0
2.25, 2.41, 1.79, 0
1.86, 2.42, 1.11, 0
1.94, 2.39, 1.87, 0
2.15, 2.54, 1.88, 0
2.17, 2.79, 1.49, 0
2.13, 2.78, 2.02, 0
1.80, 2.50, 1.34, 0
1.89, 2.62, 2.06, 0
1.80, 2.51, 2.32, 0
2.21, 2.56, 2.75, 0
2.02, 2.19, 1.32, 0
2.17, 2.48, 1.61, 0
2.00, 2.60, 2.48, 0
1.98, 2.36, 1.99, 0
1.77, 2.69, 2.13, 0
1.91, 2.16, 1.54, 0
1.90, 2.45, 2.02, 0
1.73, 2.73, 1.10, 0
2.14, 3.09, 1.55, 0
1.92, 2.41, 1.71, 0
1.85, 1.91, 1.49, 0
1.89, 2.51, 1.17, 0
2.18, 2.14, 1.28, 0
2.20, 2.40, 2.18, 0
1.86, 3.03, 1.87, 0
1.57, 2.07, 1.57, 0
1.72, 2.43, 1.80, 0
1.79, 2.42, 1.77, 0
2.24, 2.45, 1.82, 0
2.29, 2.49, 2.14, 0
1.66, 2.47, 1.58, 0
1.94, 2.40, 1.53, 0
2.12, 2.10, 2.11, 0
2.55, 2.53, 1.55, 0
2.45, 2.85, 2.19, 0
2.13, 2.45, 1.56, 0
1.84, 2.06, 1.58, 0
